text1	text2	label
手脚发麻待查周围神经病变	管状腺瘤	0
右乳浸润性导管癌中医治疗	陈旧性胸椎骨折	0
右卵巢浆液性腺癌	浆液性腺癌	1
右颈面部鳞状细胞癌放化疗后	化学治疗	1
胃体低分化腺癌IV期 肠型 HER2(-) 化疗	化学治疗	1
乙状结肠隆起型粘液腺癌（pT4aN0M1a IVA期）	胰腺恶性肿瘤	0
颈椎病伴C3-7椎间盘突出	防冻液中毒	0
脑垂体肿瘤放疗后	重度骨关节病	0
左膝皮肤破裂伤	眼球震颤	0
"""甲状腺癌,卵巢囊肿？"""	卵巢囊肿	1
急性坏疽性阑尾炎并周围脓肿	淋巴结继发恶性肿瘤	0
结肠腺癌并癌性腹水	结肠恶性肿瘤	1
乳麻尿	管状腺癌	0
支扩伴感染胸水	乳腺术后	0
鼻腔鳞癌T4aN1M0IVa期	鼻腔恶性肿瘤	1
输尿管结石切开取石术后	PSA升高	0
胃炎、胃息肉？	胃息肉	1
增生的纤维结缔组织其内查见真菌	腺癌	0
阑尾炎术后腹胀	腹胀	1
直肠肿物性质待查:直肠癌	癌	1
过敏性浮肿	水肿	1
腰4、5椎体不稳	咽恶性肿瘤	0
右眼原始玻璃体增生症	三踝骨折	0
右卵巢高级别浆液性癌IIA期	足楔状骨骨折	0
糖皮质激素诱导性骨质疏松症	心律失常	0
先天性颈胸椎侧弯伴不全瘫	不完全性瘫痪	1
"""直肠癌术后ypT2N0M0,高血压,冠心病,双肾囊肿"""	第一、二鳃弓综合征[Goldenhar综合征]	0
"""左乳癌术后,右下肺占位"""	流产	0
双前臂多处软组织被铁片划伤	色素沉着未特指的疾患	0
右卵巢未成熟畸胎瘤III期	沸水烫伤	0
急性脑梗死右侧颞顶枕叶急性梗塞灶	脑梗死	1
特指手术后状态(左下肢大隐静脉高位结扎术后)	自体造血干细胞移植状态	0
直肠恶性肿瘤(dixon术后 pT3N1M0 IIIB)	直肠术后	1
停经宫内囊样结构待查	肺恶性肿瘤	0
"""非霍奇金淋巴瘤,口腔溃疡,化疗期间白细胞减少,失眠伴焦虑抑郁状态"""	脊椎病	0
冠心病;骨质疏松;高血压;脑动脉硬化	冠状动脉粥样硬化性心脏病	1
宫颈鳞癌放化疗后反复	淋巴结继发恶性肿瘤	0
面瘫病	反酸	0
右甲状腺结节性甲状腺肿伴囊性变	甲状腺囊肿	1
右上肺癌伴全身多发转移（IV期 骨、脑）	骨继发恶性肿瘤	1
骨髓增生异常综合征，直肠癌术后	单眼盲	0
右小腿外侧血管瘤	脱髓鞘性脑病	0
表皮葡萄球菌	葡萄球菌感染	1
宫颈癌IIB期	升结肠恶性肿瘤	0
癫痫。运动发育落后	癫痫	1
车祸伤，左踝、足外伤	先天性盘状半月板	0
子宫前壁浆膜下肌瘤	骨折术后	0
"""毛表皮痣?,皮脂腺痣?"""	皮脂腺痣	1
子宫中分化子宫内膜样腺癌IIIA期术后一程化疗后	瘢痕	0
左髋AVN右膝重度OA伴内翻	股骨头缺血性坏死	1
(宫颈CINI)	子宫颈上皮瘤样病变[CIN]I级	1
右肾癌不除外	急性化脓性阑尾炎	0
右乳浸润性导管癌伴肝脏转移	脊柱畸形	0
腰骶外伤骶4椎体骨折	支气管哮喘	0
颈椎过伸伤伴不全瘫	脊柱损伤	1
发热、皮下结节待查，自身炎症性疾病？	发热	1
外阴癌	外阴恶性肿瘤	1
发热肺部感染头晕脑出血后遗症	肺部感染	1
右乳浸润性导管癌改良根治术后Ⅲa期（ypT1N2M0）化疗	乳腺术后	1
慢性粒-单核细胞白血病	慢性粒单核细胞白血病	1
糖尿病低血糖;糖尿病视网膜病变;高脂血症	"腕部开放性损伤"""	0
不育由于精子减少症	少精子症	1
盆腔炎急性发作	腺癌	0
右侧骶韧带妊娠	异位妊娠	1
颈部淋巴瘤 化疗	淋巴瘤	1
功能性肠病肠易激综合症伴焦虑状态	焦虑状态	1
右胸腔巨大占位并胸腔积液	头痛	0
直肠癌放化疗后 T3N1M0 IIIB期	恶性肿瘤放疗	1
右眼球贯通伤	眼球贯通伤不伴有异物	1
右肺癌化放疗后	低血糖症	0
"""结肠癌,呃逆,焦虑抑郁状态"""	卵圆孔未闭	0
血栓性混合痔	混合痔	1
结核性胸膜炎并胸腔积液	开放性损伤愈合不良	0
"""高血压病,糖尿病,冠心病，皮炎,心律失常,泌尿道感染"""	子宫纵隔	0
"""左乳腺癌术后肝Ｍ,化疗呕吐，化疗后WBC小于2000,化疗肝损伤,失眠"""	白细胞减少	1
肝区管状腺瘤乙状结肠符合腺瘤性息肉	乙状结肠良性肿瘤	1
乏力，纳差，恶心，胸闷，心梗可能	输卵管闭锁	0
脾区管状腺瘤	管状腺瘤	1
右肾积水伴右输尿管扩张	慢性移植物抗宿主病	0
老年性白内障(术前)	眼术后	1
腰骶外伤骶4椎体骨折	骨盆部损伤	1
早孕；牙痛	食管术后	0
阴道鳞癌Ⅰ期放化疗后	化学治疗	1
发热(癌性)	发热	1
"""贲门癌,胃镜用药 预防出血"""	癌	1
精神病肝豆状变性	癌	0
"""上呼吸道感染，胃肠炎,心累待查?"""	上呼吸道感染	1
高血压，冠心病，肾衰，抑郁症	肾衰竭	1
颈胸椎多发性病变伴四肢不全瘫	未特指的四肢瘫痪	1
胃体癌伴腹腔种植转移化疗后（ⅠV）	富T细胞/富组织细胞大B细胞淋巴瘤	0
胸11椎体压缩性改变	胸椎压缩性骨折	1
早泄腰痛及右睾丸	早泄	1
三支血管病变右冠闭塞性病变	胫骨上端骨折	0
双颈动脉，双股动脉，胫后动脉粥样硬化	脊髓空洞症	0
"""盆腔肿物,怀疑直肠癌"""	癌	1
结性逸搏律一过性全心停搏	新生儿消化性溃疡	0
右腹股沟皮脂腺囊肿	皮脂腺囊肿	1
肺心病缓解期	肺源性心脏病	1
咽喉炎，感冒;右侧肺炎，糖尿病	卵巢恶性肿瘤	0
G3P1孕40+2周宫内妊娠剖宫产LOT	翼腭窝恶性肿瘤	0
高血压。冠心病。咳嗽。咽痛。腰腿痛。失眠。头晕	失眠	1
血小板减少查因:妊娠相关性	癌	0
75牙髓炎，74、64、65深龋，55、63中龋	龋病	1
宫颈CIN2绝经后期	绝经期	1
双肺支气管炎可能性大	未特指的支气管肺炎	1
局部包块待查：淋巴管瘤？	风湿性心脏病	0
甲状腺癌术后复发并气管内侵犯	血清铁蛋白异常	0
脑损伤低钙	横结肠良性肿瘤	0
颈部粥样斑块硬化症	多处损伤	0
脑血管病(头晕)	贲门恶性肿瘤	0
鼻咽低分化鳞癌放射治疗	鼻咽恶性肿瘤	1
右手示中环指玻璃划伤	手指开放性损伤	1
肺中分化腺癌	腺癌	1
肝组织内分化腺癌	呕吐	0
"""直肠癌肝转移术后,肺转移."""	B淋巴母细胞性白血病/淋巴瘤	0
右前臂带状孢疹	带状疱疹	1
1肺癌骨转移；2截瘫	荨麻疹	0
脑梗死;冠状动脉粥样硬化性心脏病;心绞痛;脑动脉硬化	脑梗死	1
卵巢浆液性乳头状癌	卵巢恶性肿瘤	1
左下肢萎缩待查反射性肌萎缩	下肢肌肉萎缩	1
高渗性高血糖状态	瘫痪	0
"""行动不便,SLE，,上呼吸道感染、发热、咳嗽咳痰,咽痛,慢性便秘,高脂血症,高血压,预防血栓,肝肾阴虚、腰膝酸软"""	系统性红斑狼疮	1
右肺结节 肺癌不除外	癌	1
宫颈低中分化鳞癌IIIb期放化疗后	子宫颈恶性肿瘤	1
便秘;结膜炎;慢性喘息性支气管炎;胃炎;冠心病心律失常型	舌扁平苔癣	0
脊髓型颈病合并不全瘫	不完全性瘫痪	1
点状角膜炎	浅层点状角膜炎	1
胃窦隆起管状腺瘤	回盲部恶性肿瘤	0
腰椎退行性变并椎间盘突出	上肢供血不足	0
鼻咽未分化非角化癌T2N2M0	皮肤疖肿	0
"""食管鳞癌 咳嗽,肺部感染,胃炎"""	失眠	0
"""食管鳞癌术后,高血压,白细胞低下,放疗呕吐、食欲下降,成人不能进食,咳嗽、痰不易咳出"""	咳嗽	1
：小房缺；染色体病？	染色体病	1
眼部脉络膜黑色素瘤术后	黑色素瘤	1
盆腔低分化神经母细胞瘤高危ufh型3期术前化疗5次术后化疗	自体造血干细胞移植状态	0
纵隔淋巴结放化疗后	脑血管供血不足	0
坠落伤右肱骨开放性骨折伴脱位	癌	0
双侧颈内动脉内膜病变伴斑块形成	膝外侧半月板撕裂	0
"""左腭CA手术后,术后放疗化疗"""	恶性肿瘤术后放疗	1
感染后头痛	肠胀气	0
继发性凝血机能异常维生素K依赖型	维生素K缺乏	1
双叶甲状腺癌	甲状腺恶性肿瘤	1
子宫颈中高分化鳞癌维持性化学治疗	鳞状细胞癌	0
胃角管状腺瘤	管状腺瘤	1
绒毛状腺瘤伴癌变	绒毛状腺瘤	1
直肠癌新辅助化疗后	癌	1
性功能减退	性功能障碍	1
左乳癌可疑肺M，CT3N2Mx luminal B2	转移性癌	1
右下肢溃疡伴感染	下肢软组织感染	1
脑转移瘤切除术后	脑术后	1
右眼皮肤挫裂伤	眼睑挫伤	1
晚孕(上感)	上呼吸道感染	1
颈背部肌纤维组织炎	Vogt-小柳原田综合征	0
胰腺尾部CA化疗后	结肠恶性肿瘤	0
原发性扩张型心肌病，全心扩大，心房纤颤、偶发室性早搏，心功能Ⅲ级	感染	0
缺铁缺钙取药补充维生素AD取药	先天性气管软化	0
左颈内动脉动脉瘤	乳腺恶性肿瘤	0
右乳浸润性导管癌生物治疗	鳞状细胞癌	0
胎儿异常双胎之一右锁骨下动脉迷走可能	植物神经功能紊乱	0
"""左足底黑色素瘤扩大切除术后,左下肢肌肉间转移，肺、肝转移？,胃溃疡"""	胰腺术后	0
语言功能障碍	化学治疗	0
复发性滤泡淋巴瘤	乳腺恶性肿瘤	0
食道高-中分化鳞癌粒子植入术后	恶性肿瘤放射性粒子置入治疗	1
卵巢浆液性腺癌IIIC期术后第四次化疗后	内踝骨折	0
单活胎头位2外阴阴道假丝酵母菌病	妊娠合并真菌性阴道炎	1
臀先露前置血管帆状胎盘可能	爆竹炸伤	0
右侧乳腺错构瘤	乳房错构瘤	1
冠心病高血压病腰腿痛脑血栓	腰痛	1
HIV感染	人类免疫缺陷病毒[HIV]病造成的多发性感染	1
右股骨骨样骨瘤	骨样骨瘤	1
右小腿外侧血管瘤	血管瘤	1
中枢性损害提示脑干水平改变	结肠穿孔	0
右腕部胡蜂蜇伤	腕部损伤	1
气管癌	气管恶性肿瘤	1
紫外线灼伤躯干	"""紫外线辐射引起烧伤"	1
乙状结肠腺癌	贲门恶性肿瘤	0
黏膜组织示鳞状上皮化生符合黏膜白斑	下肢肿胀	0
结缔组织增生性黑素瘤待排	子宫颈上皮内瘤变III级[CINIII级]	0
卵巢癌术后复发第六次化疗后	眼术后	0
全身多发转移癌I-125粒子植入术后	恶性肿瘤放射性粒子置入治疗	1
"""食管鳞癌术后,高血压,白细胞低下,放疗呕吐、食欲下降,成人不能进食,咳嗽、痰不易咳出"""	发育迟滞	0
冠心病心房纤颤高血压头痛	心房颤动[心房纤颤]	1
前次手术后子宫瘢痕	狼疮性肾炎	0
双侧卵巢中低分化腺癌IIb2期	腺癌	1
"""食管癌 造影检查,纵隔腹腔淋巴结转移,胃镜检查、局麻、预防出血,疼痛,成人不能进食、鼻饲"""	膝关节十字韧带损伤	0
右侧鼻腔鼻窦新生物Ca可能	小细胞癌	0
短暂性缺血性脑血管疾病	脑血管供血不足	1
妊娠性瘙痒症	发热	0
右膝髌股关节退变股骨内髁骨梗死	骨坏死	1
鼻咽顶后壁、顶壁、右侧壁未分化型非角化性癌T1N0M0 I期	鼻咽顶恶性肿瘤	1
胎儿异常永存左上腔泌尿系统异常	永存左上腔静脉	1
眼袋风湿性拇外翻	面部损伤	0
子宫阔韧带肌瘤	肌瘤	1
双膝关节滑膜软骨瘤病	软骨瘤病	1
腹膜后小细胞恶性肿瘤	腹膜后恶性肿瘤	1
右拇指开放性脱位	"""白斑病,不可归类在他处者"""	0
急性非ST段抬高型心肌梗塞PCI至RCA	急性非ST段抬高型心肌梗死	1
慢加急性肝功能衰竭	肝功能衰竭	1
"""左腭CA手术后,术后放疗化疗"""	恶性肿瘤术后化疗	1
陈旧性右室前壁心肌梗梗塞	陈旧性右心室心肌梗死	1
排便困难原因待查结直肠病变不能排除	肛门和直肠未特指的疾病	1
右甲癌不全术后	非创伤性颅内出血	0
血象升高原因待查1血液系统疾病2其他	糖尿病性肾病	0
贲门早Ca	癌	1
右乳腺癌维持性化学治疗	乳腺增生	0
胰腺中分化腺癌IV期	癌	0
-横结肠绒毛管状腺瘤	结膜恶性肿瘤	0
颈内颅内段动脉血管多发狭窄并斑块形成	动脉狭窄	1
子宫颈非角化型鳞状细胞癌	口腔恶性肿瘤	0
右腮腺肿物	唾液腺肿物	1
; 直肠癌术后; 内痔	直肠恶性肿瘤	1
直肠绒毛管状腺瘤直肠绒毛管状腺瘤	锁骨骨折	0
回盲部病变并狭窄	肠狭窄	1
多囊肝合并感染可能性大	放射治疗	0
双膝骨关病并游离体	鳞状细胞癌	0
内侧指神经血管断裂	神经断裂	1
双膝关节骨关节炎	双侧膝关节骨性关节病	1
右胫腓神经脱髓鞘改变	脱髓鞘病	1
1肺癌骨转移；2截瘫	骨质疏松	0
肛管癌	维生素A缺乏干眼症	0
手臂划伤要求注射TAT	子宫内膜恶性肿瘤	0
胃粘膜高级别管状腺瘤	冠心病心律失常型	0
乙状结肠溃疡型中分化腺癌pT4aN0M0 IIB期根治术后	结肠术后	1
双叶甲状腺乳头状癌	甲状腺恶性肿瘤	1
右侧腹股沟斜疝成形术后	腹股沟术后	1
直肠癌术后回肠造口还纳术	桡骨骨折	0
双手皮肤破损及水泡	手部开放性损伤	1
"""乳腺癌晚期,肺癌,癌性疼痛,慢性胃炎"""	乳腺恶性肿瘤	1
胰头中分化腺癌	腺癌	1
右乳见导管扩张伴导管上皮乳头状增生	乳腺恶性肿瘤	0
骨关节病(腘窝囊肿)	腘窝囊肿	1
右乳良性分叶状肿瘤	乳腺良性肿瘤	1
前列腺癌恶性肿瘤	前列腺恶性肿瘤	1
酒精火焰烧伤双上肢	上肢烧伤	1
"""右肺大细胞癌,骨转移,纵隔淋巴结转移,锁骨上淋巴结转移,刺激性咳嗽"""	多发性大脑挫裂伤	0
右眼视网膜裂孔伴局限性脱离	视网膜裂孔	1
右乳乳腺纤维腺瘤	纤维腺瘤	1
右侧中央型肺癌伴阻塞性肺炎	肺恶性肿瘤	1
右乳乳腺浸润性导管癌	乳腺恶性肿瘤	1
左乳内上象限浸润性导管癌II级术后化疗后	扁桃体炎	0
左侧矢状窦旁、小脑幕脑膜瘤	心功能III级(NYHA分级)	0
鳞状细胞癌浸润	鳞状细胞癌	1
左足透明细胞肉瘤反复复发术后	肝继发恶性肿瘤	0
右腹膜后神经母细胞瘤Ⅳ期术后化疗（高危组）	神经母细胞瘤	1
颅内及颈部动脉多发斑块及狭窄	动脉狭窄	1
系统性红斑狼疮狼疮肾炎	系统性红斑狼疮	1
肝硬化门脉高压.脾肿大.脾功能亢进，食道胃底静脉曲张	门脉高压	1
上下前牙唇倾牙列拥挤正畸牙拔除术	鼻出血[鼻衄]	0
反射性躯体神经病	交感神经反射性营养不良	1
左膝退变伴游离体	膝骨关节病	1
双下肢肢体发育不良	前列腺恶性肿瘤	0
"""非霍奇金淋巴瘤,上腔静脉压迫综合征,化疗期间,肝功能损害,白细胞减少,静脉血栓形成,上呼吸道感染，咳嗽"""	胸部占位	0
"""前列腺癌根治性切除术后,前列腺癌生化复发 局部放疗"""	胸腔积液	0
右颌下腺导管结石伴右颌下腺慢性炎症	结肠憩室	0
右肺腺癌，骨转移，化疗，骨破坏	鳞状细胞癌	0
"""食管癌,化疗呕吐反流性食管病,低钾血症水肿,行动不便,白细胞低,咳嗽"""	胆管恶性肿瘤	0
1.妊娠合并盆腔包块性质待查2.G1P0孕30+6周待产LOA	盆腔肿物	1
右乳恶性肿瘤联合治疗后的随诊检查	乳腺恶性肿瘤	1
肾组织轻微改变伴球性硬化	肾小球硬化	1
"""血管紧张性头痛,海绵状血管瘤，睡眠障碍,高血压病"""	高血压	1
甲状腺癌术后 左侧颈部淋巴结肿大	癌	1
右胫骨骨外露骨不连	糖尿病	0
双眼浮肿过敏性疾病	下肢骨筋膜室综合征	0
盲肠肝曲横结肠远段管状腺瘤	结肠肝曲良性肿瘤	1
"""小细胞肺癌限局期,化疗止吐，化疗预处理,低钾血症水肿,髋部周围神经和自主神经恶性肿瘤"""	水肿	1
肾功能不全贫血	脱髓鞘性脑病	0
非创伤性颅内出血后遗症	脊柱继发恶性肿瘤	0
乳腺腺瘤	乳腺良性肿瘤	1
多发子宫肌瘤	子宫颈恶性肿瘤	0
四肢火焰烧伤	下肢烧伤	1
多发腰椎压缩性骨折	腰椎压缩性骨折	1
原发不孕男方无精子	男性不育症	1
左肩关节破裂	肩部损伤	1
回肠下端粘膜急慢性炎胃体小片浅表胃粘膜	消化性溃疡	0
左侧颈动脉岩段动脉夹层伴重度狭窄	癌	0
肝占位性病变:肝癌	癌	1
左肺上叶周围型腺癌cT1aN3M1 IV期左侧胸膜及叶间胸膜转移左侧恶性	腺癌	1
急性淋巴细胞白血病维持化疗	急性淋巴细胞白血病	1
右尿路结石术后	右肺下叶恶性肿瘤	0
眼部神经挫伤	身体未特指部位的神经损伤	1
头面部瘀伤	其他特指的手术后状态	0
高血压。冠心病。咳嗽。咽痛。腰腿痛。失眠。头晕	高血压	1
右鼻腔新生物Ca	莱尔综合征[lyell综合征]	0
"""阴道恶性黑色素瘤扩切术后,局部复发术后"""	恶性肿瘤复发	1
口底癌	早产儿视网膜病	0
头外伤后神经反应软组织挫伤感染水肿疼痛	肝胆管细胞癌	0
特发性肺动脉高血压	转移性小细胞癌	0
冠状动脉疾病1急性心肌梗死2壁冠状动脉	冠状动脉肌桥	1
真红细胞增加肾功能减退	颊部恶性肿瘤	0
口腔左舌覆扁平苔藓伴轻糜免疫异常	慢性移植物抗宿主病	0
（左侧臀部）软组织化脓性感染	软组织感染	1
"""左肾集合管癌,化疗后白细胞减少,发热,上呼吸道感染,咳嗽 痰中带血,化疗后血小板低"""	集合管癌	1
上呼吸道的疾病该钙缺乏	其他特指的上呼吸道疾病	1
前交通动脉瘤破裂	大脑动脉瘤破裂	1
颈椎腰椎病醣尿病脑缺血	脑血管供血不足	1
左手小指中节基底部陈旧性撕脱性骨折	陈旧性指骨骨折	1
主动脉动脉硬化	椎管内良性肿瘤	0
颈肌筋膜炎	筋膜炎	1
"""非霍奇金淋巴瘤,上腔静脉压迫综合征,化疗期间,肝功能损害,白细胞减少,静脉血栓形成,上呼吸道感染，咳嗽"""	化学治疗	1
胰腺中分化腺癌IV期	腺癌	1
食管中段癌放化疗后	感染	0
左膝关节创伤性OA伴强直	手指开放性损伤	0
肝曲1管状腺瘤部分腺上皮轻－中度异型增生	管状腺瘤	1
食管中上段鳞癌化疗后	食管中上段恶性肿瘤	1
腰背劳损	肠淋巴瘤	0
左肺部块影待查：肺恶性肿瘤？肺炎？肺结核？	霍奇金淋巴瘤	0
尿频伴肉眼血尿半天	肘部劳损	0
冠心病;失眠;慢性喘息性支气管炎	低氯血症	0
左手麻木待查脑缺血及萎缩	脑血管供血不足	1
下颌骨成釉细胞瘤术后	肾造口状态	0
右手指麻木待查腕管综合症	脑术后	0
胆囊结石取石术后	急性ST段抬高型心肌梗死	0
鼻部面部多处抓伤	支气管哮喘	0
心律失常高血压肿瘤冠心病脑血管病	尤因肉瘤	0
右基底节梗塞灶亚急性左基底节陈旧	阴茎恶性肿瘤	0
直肠中分化管状腺癌维持性化学治疗	玻璃体积血	0
颈7-胸3椎体病变伴不全瘫	莱尔综合征[lyell综合征]	0
右侧DDHCroweIV型继发OA	髋骨关节病	1
肾透明细胞癌术后	肩手综合征	0
肝曲1管状腺瘤部分腺上皮轻－中度异型增生	神经瘤	0
手真菌病	中位心	0
急性脑梗死右侧颞顶枕叶急性梗塞灶	宫颈人乳头瘤病毒感染	0
"""多发性骨髓瘤(LAM轻链型),D-S分期IIIB期,ISS分期III期"""	多发性骨髓瘤(DS分期III期B组)	1
舌系带矫正术后	内耳未特指的疾病	0
胎儿宫内生长发育受限	胎儿生长受限	1
乳癌复诊	黑色素瘤	0
宫颈腺癌放化疗后	腭良性肿瘤	0
胃窦管状腺瘤伴轻-中度不典型增生Hp-	鳞状细胞癌	0
右肺腺癌 cT4N3M1c IV期免疫+靶向治疗	淋巴结继发恶性肿瘤	1
双眼倒睫术后	倒睫	1
低钾低钠底钙血症	胆道不典型增生	0
肾透明细胞癌伴囊性变	肾恶性肿瘤	1
"""高脂血症,膀胱癌术后"""	化学治疗	0
右乳房皮肤Paget's病	乳房佩吉特病	1
特指手术后状态(右髋骨、手掌骨折术后)	骨折术后	1
左肺上叶肺大泡破裂并气胸左侧胸壁引流术后	室性期前收缩	0
化扁；溃疡性口腔炎；支气管炎	滤泡性腺瘤	0
坠落伤右肱骨开放性骨折伴脱位	上肢开放性骨折	1
左肱二头肌腱断裂	上肢肌肉肌腱断裂	1
子宫内膜癌术后 肺部结节不排除转移	子宫术后	1
左颈内动脉起始段内膜病变伴局限狭窄	颈内动脉狭窄	1
"""上呼吸道感染口腔溃疡,行动不便,关节痛,反酸痛风,冠心病预防血栓,高血压"""	上呼吸道感染	1
肢体麻木原因待查1脑血管疾病2颈腰椎病	腰椎病	1
双侧卵巢交界性浆液性囊腺瘤IIIc期	躯干浅表擦伤	0
间断眼睑浮肿左下肢轻微浮肿	眼睑水肿	1
先天性三尖瓣发育不良	癌	0
宫颈癌术后、下腹痛	卵巢恶性肿瘤	0
内痔伴出血感染	瘙痒症	0
双髋关节DDH继发OA左侧重	跌倒	0
小脑扁桃体下疝畸形ARNOLD-CHIARI畸形	小脑扁桃体下疝畸形[Arnold-Chiari综合征]	1
升结肠中－高分化管状腺癌	慢性胃炎	0
多发脑白质病变缺血性可能	脑白质病	1
多发性梗塞椎基底A供血不足	椎-基底动脉供血不全	1
周身游走性疼痛	疼痛	1
盆腔多发转移	指头炎	0
皮肤棘层松解性疾患NOS	其他特指的皮肤棘层松解性疾患	1
大疱表皮松解萎缩坏死型药疹	甲状腺恶性肿瘤	0
支气管肺炎、轮状病毒肠炎、心肌损害？	肺占位性病变	0
双侧基底节区小腔隙灶脑白质脱髓鞘改变	高镁血症	0
外院两次B超均提示早孕宫内暗区	妊娠状态	1
先天性染色体病45XXrob1315	人工关节术后	0
前列腺增生伴出血	前列腺增生	1
停经31周院外B超提示胎儿盆腔囊性回声	孕31周	1
左侧颈内动脉血栓形成	颈内动脉血栓形成	1
右下牙龈高分化鳞状细胞癌	牙龈恶性肿瘤	1
冠心病高血压贫血高脂血症胃炎脑梗塞便秘脂肪肝心律失常上呼吸道感染	高脂血症	0
6胎儿溶血	胎儿和新生儿未特指的溶血性疾病	1
右乳纤维囊性增生	乳腺囊性增生病	1
富于T的B细胞淋巴瘤	肌纤维炎	0
动脉导管未关闭	动脉导管未闭	1
阴蒂黑色素瘤切除术后	骨继发恶性肿瘤	0
痔(出血)	恶性肿瘤术后化疗	0
盆腔复发放疗后	恶性肿瘤放疗	1
表皮肥厚伴灶性棘层肥厚	成熟型囊性畸胎瘤	0
特指大便异常原因待查未除肠道病变	其他大便异常	1
左眼急性视网膜坏死	急性视网膜坏死综合征	1
椎基底A供血不足胃黏膜撕裂症	椎-基底动脉供血不全	1
"""右侧乳腺粘液癌术后,放射治疗,上感"""	口腔和咽喉部损伤	0
右甲癌不全术后	甲状腺术后	1
左下肢扁平苔藓样疹伴皮肤干燥	肺诊断性影像异常	0
右拇指甲床示指皮肤撕脱缺损	肠道寄生虫病	0
颈髓病变脊髓亚急性联合变性可能性大	脊髓病	1
左舌叶病灶性质待查：肺炎可能，肺癌待排	肺炎	1
铅高多动	颈椎不稳定	0
甲状腺轻度非典型病变	缺血性心肌病	0
"""2型糖尿病,高脂血症,高血压病,糖尿病伴神经并发症,糖尿病伴肾并发症,动脉硬化性心脏病,糖尿病伴眼并发症"""	子宫内膜样腺癌	0
停经宫内囊样结构待查	透析导管引起的机械性并发症	0
慢性萎缩性胃大便干燥	鳞状细胞癌	0
1.冠心病，陈旧前壁心梗，PTCA+支架术后；2.高血压病2级（极高危）；3.高脂血症。	非小细胞癌	0
强直性脊柱炎伴胸腰椎后凸畸形	FSGS[局灶节段性肾小球硬化症]	0
小脑扁桃体下疝伴脊髓空洞	脾大	0
外阴paget病后	外阴恶性肿瘤	1
双肺多发网格影考虑间质改变可能性大	肺部阴影	1
可疑恶性肿瘤观察高CEACa19-9血症	可疑恶性肿瘤的观察	1
腹腔淋巴结继发癌	阑尾炎	0
"""G2P1孕36+1周待产LOA,胎膜早破，疤痕子宫"""	子宫颈恶性肿瘤	0
甲状腺滤泡性癌	腺癌	0
膀胱癌复发	癌	1
"""高血压病,糖尿病,冠心病，白内障"""	糖尿病	1
腹腔炎性肿块	乳腺恶性肿瘤	0
房间隔膨出卵园孔未闭	先天性房间隔膨出瘤	1
骨折外伤	骨折	1
骨关节病(颈肩腰腿痛)	埋伏牙	0
多发骨质破坏原因代谢性骨病氟骨病肿瘤	糖尿病视网膜病(E10-E14+伴有共用第四位数.3)	0
新生儿胎粪吸入综合征先心病心衰缺氧缺血	心绞痛	0
心率失常并心肌缺血	心肌供血不足	1
甲状腺乳头状微小癌术后	臀位顺产	0
跖疣冷冻术后	肾积水伴输尿管结石	0
左眼角膜间质纤维化伴灶性浅表糜烂	浸润性导管癌	0
右踝关节开放性骨折伴脱位	胃和十二指肠未特指的疾病	0
结肠管状腺瘤伴低级别上皮内瘤变	管状腺瘤	1
甲亢并双侧甲状腺肿物	管状腺癌	0
双胎之一羊水增多胎儿肠管扩张	脱髓鞘病	0
右小腿软组织撕脱并缺损	小腿撕脱伤	1
胃癌?胃镜检查，预防出血	癌	1
非霍奇金滤泡性淋巴瘤II期A	滤泡性非霍奇金淋巴瘤2级	1
结肠癌晚期 肛周疼痛待查	浆液性腺癌	0
"""非霍奇金淋巴瘤,口腔溃疡,化疗期间白细胞减少,失眠伴焦虑抑郁状态"""	非霍奇金淋巴瘤	1
符合慢性溶血性脾肿大	股骨恶性肿瘤	0
肌萎缩原因待查脊髓前角受累可能性大	急性淋巴细胞白血病L2	0
上肢动颈脉内瘘闭塞	眼球突出	0
左胸壁转移术后	慢性胃炎	0
子宫(肌)瘤	足的其他和未特指部位的扭伤和劳损	0
双下肢过敏性水疱	下肢浅表水疱	1
右下腹一肠管壁可疑结节待查	肠占位	1
宫颈鳞状上皮内瘤变III级	支气管炎	0
食道胃底静脉中度曲张	胃底静脉曲张	1
弥漫性脑病脑器质性功能障碍	慢性阻塞性肺疾病	0
"""左乳腺癌术后,骨转移,肺转移,严重骨质疏松"""	乳腺术后	1
阴道前壁膨出Ⅲ子宫颈脱出Ⅲ	卵巢恶性肿瘤	0
右示指皮肤缺失皮肤软组织缺失	皮肤缺损	1
"""食管癌抗过敏,胃镜检查预防出血,抗过敏化疗肝损伤,化疗预处理,水肿利尿,化疗呕吐,反流性食道炎伴溃疡"""	食管恶性肿瘤	1
人类免疫系统缺陷病毒初筛阳性	胃恶性肿瘤	0
甲状腺未分化癌	甲状腺恶性肿瘤	1
1大肺2维生素AD缺乏	卵巢恶性肿瘤	0
右手中指创伤性骨缺损伴甲床缺损	恶性肿瘤放疗	0
下唇黏膜扁平苔藓伴轻糜免疫异常	管状绒毛状腺瘤	0
胃肠动力低下	高血压	0
宫颈cin-3宫腔不均质回声性质待查	子宫颈上皮内瘤变III级[CINIII级]	1
桡骨骨折术后	食管恶性肿瘤	0
2慢性肾脏疾病CKD3级	"""慢性肾脏病,3期"""	1
睡眠增多症(？)	肾结石	0
